Restaurant ID,Restaurant Name,City,Cuisines,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating text,Votes,Country Name,Avg. Cost For two($)
18377907,Royal Bakers,Faridabad,Bakery,No,No,No,No,1,0.0,Not rated,0,India,1239.13
18292444,Touch of Spice,Faridabad,"Chinese, North Indian",No,No,No,No,2,0.0,Not rated,0,India,3717.4
307084,Hunger Cure,Faridabad,"Fast Food, Chinese",No,No,No,No,2,3.2,Average,47,India,4336.97
305618,Sanjha Chulha,Faridabad,"North Indian, Mughlai",No,Yes,No,No,2,2.5,Average,79,India,4336.97
307803,Queens Cakes,Faridabad,Bakery,No,No,No,No,1,3.5,Good,29,India,1239.13
18419654,Sri Meenakshi South Indian Food,Faridabad,South Indian,No,No,No,No,1,0.0,Not rated,1,India,1548.92
18471285,Sardar A Pure Meat Shop,Faridabad,"Raw Meats, Fast Food, North Indian",No,No,No,No,1,0.0,Not rated,0,India,929.35
313040,Invitation Restaurant,Faridabad,"North Indian, South Indian, Chinese, Fast Food",No,Yes,No,No,2,2.7,Average,17,India,3097.84
17982346,Kaushik Bakery,Faridabad,Bakery,No,No,No,No,1,3.0,Average,9,India,1239.13
18204501,Rama Vaishnav Bhojnalaya,Faridabad,"North Indian, Chinese",No,No,No,No,1,3.0,Average,7,India,1548.92
1823,Shiv Saras Vyanjan,Faridabad,Mithai,No,No,No,No,1,2.9,Average,5,India,619.57
6143,Shree Bikaner Misthan Bhandar,Faridabad,"Mithai, Bakery, Street Food, Chinese, South Indian",No,No,No,No,1,3.0,Average,8,India,1858.7
8297,Shree Bikaner Misthan Bhandar,Faridabad,"Mithai, Street Food",No,No,No,No,1,3.1,Average,15,India,929.35
8318,Standard Family Restaurant,Faridabad,North Indian,No,No,No,No,1,2.9,Average,16,India,2788.05
18458631,The Hunger End,Faridabad,"North Indian, Chinese",No,No,No,No,2,3.0,Average,4,India,3097.84
18382355,Pizza Express,Faridabad,"Pizza, Fast Food",No,No,No,No,1,0.0,Not rated,1,India,2478.27
312842,Anupam Sweets & Restaurant,Faridabad,"North Indian, Chinese, Fast Food",No,Yes,No,No,1,3.0,Average,10,India,2788.05
312084,Caramel,Faridabad,"North Indian, Chinese, Continental",No,No,No,No,2,2.9,Average,9,India,3717.4
18247033,Chaska Restaurant,Faridabad,"North Indian, Chinese",No,No,No,No,2,3.2,Average,24,India,4027.19
18126118,Club Pizzeria,Faridabad,Pizza,No,Yes,No,No,2,3.4,Average,19,India,3407.62
18429393,Gupha,Faridabad,"North Indian, Chinese",No,No,No,No,2,2.9,Average,8,India,3097.84
18241905,Indian Gourmet,Faridabad,"North Indian, Chinese, Raw Meats",No,No,No,No,1,3.0,Average,8,India,2788.05
18425750,Tandoori Zaaika's,Faridabad,"North Indian, Chinese",No,Yes,No,No,2,3.2,Average,39,India,3097.84
18261694,TCD Cake & Bake,Faridabad,"Bakery, Fast Food",No,No,No,No,1,3.1,Average,10,India,1858.7
18365998,The Grill Darbar,Faridabad,"North Indian, Mughlai, Chinese",No,No,No,No,2,3.3,Average,17,India,3097.84
18273572,Urban Cuisine,Faridabad,"North Indian, Chinese, Mughlai",No,Yes,No,No,2,3.4,Average,37,India,3097.84
18363078,Mister Mughal,Faridabad,Mughlai,No,Yes,No,No,2,3.5,Good,33,India,3717.4
18356019,The Hub,Faridabad,"Bakery, Fast Food",No,No,No,No,1,3.1,Average,9,India,1239.13
312688,Bake Your Dreamz,Faridabad,"Bakery, Desserts",No,No,No,No,2,0.0,Not rated,3,India,4956.54
18381668,Green Chilly Chinese Food,Faridabad,Chinese,No,No,No,No,1,0.0,Not rated,2,India,1858.7
18287397,Mom's Kitchen,Faridabad,North Indian,No,No,No,No,1,0.0,Not rated,1,India,2788.05
18294253,The Baking Treats N More,Faridabad,Bakery,No,No,No,No,1,0.0,Not rated,0,India,1858.7
18471304,Twin Brothers,Faridabad,Fast Food,No,No,No,No,1,0.0,Not rated,0,India,929.35
8026,Aggarwal Sweets Centre,Faridabad,"Mithai, Street Food, Chinese",No,No,No,No,1,2.9,Average,4,India,619.57
18265697,Bawarchi,Faridabad,"North Indian, Chinese, Mughlai",No,No,No,No,2,3.0,Average,14,India,3407.62
307151,D ART of Flavour,Faridabad,"North Indian, Chinese",No,No,No,No,2,2.8,Average,13,India,3097.84
18107844,Italia Cafe by Aura,Faridabad,"Fast Food, Beverages",No,No,No,No,1,2.8,Average,5,India,2478.27
18337896,Pizza Street,Faridabad,"Fast Food, Pizza",No,Yes,No,No,2,2.6,Average,12,India,3407.62
18261699,Rock Cafe,Faridabad,"North Indian, Chinese, South Indian",No,No,No,No,2,3.0,Average,8,India,3407.62
18306531,Sardaar Ji Chaap & Rolls,Faridabad,North Indian,No,No,No,No,1,3.1,Average,7,India,1858.7
303571,Spice Wok,Faridabad,"North Indian, Chinese",No,No,No,No,2,3.1,Average,18,India,3717.4
8099,Vrindavan Sweets & Restaurant,Faridabad,"North Indian, Chinese, South Indian, Fast Food",No,No,No,No,1,3.0,Average,22,India,2168.49
18477428,Yummy Cake,Faridabad,Bakery,No,No,No,No,1,3.0,Average,4,India,2478.27
8037,Bikaner Sweets & Bakers,Faridabad,"Mithai, Street Food",No,No,No,No,1,0.0,Not rated,0,India,619.57
18471308,Burger Xpress,Faridabad,"Fast Food, Chinese, Burger",No,No,No,No,1,0.0,Not rated,0,India,1858.7
18471318,Da Pizza Zone,Faridabad,Italian,No,No,No,No,2,0.0,Not rated,0,India,3097.84
18471320,Finger Licious,Faridabad,Fast Food,No,No,No,No,1,0.0,Not rated,0,India,1858.7
18460293,Med E Taste,Faridabad,Mediterranean,No,No,No,No,2,0.0,Not rated,3,India,3097.84
18446418,Punjabii Tandoor,Faridabad,"North Indian, Mughlai",No,No,No,No,2,0.0,Not rated,3,India,3097.84
9496,Shankar Sweets,Faridabad,"Mithai, Street Food",No,No,No,No,1,0.0,Not rated,0,India,619.57
312967,Tasty Bites,Faridabad,"South Indian, Chinese, North Indian",No,No,No,No,1,0.0,Not rated,2,India,1239.13
18449815,The Street- Curries & Grills,Faridabad,"North Indian, Mughlai, Continental",No,No,No,No,2,0.0,Not rated,1,India,3717.4
2680,Bakers Delight - The Atrium,Faridabad,"Bakery, Desserts",No,No,No,No,2,3.0,Average,10,India,4336.97
309757,Chaudhary Ke Mashhoor Paranthe,Ghaziabad,North Indian,No,No,No,No,1,2.8,Average,14,India,929.35
307903,Thakur Bakers,Ghaziabad,Bakery,No,No,No,No,1,3.0,Average,6,India,929.35
313502,FoodByMom,Ghaziabad,North Indian,No,Yes,No,No,1,3.6,Good,161,India,1858.7
18409175,Mr. Brown,Ghaziabad,"Fast Food, Cafe, Desserts, Bakery",No,Yes,No,No,2,3.9,Good,52,India,3097.84
18456342,Mitalis Kitchen,Ghaziabad,North Indian,No,No,No,No,1,0.0,Not rated,1,India,2168.49
18244229,The Big Scoop,Ghaziabad,Ice Cream,No,No,No,No,1,0.0,Not rated,0,India,1548.92
8623,Barista,Ghaziabad,Cafe,No,Yes,No,No,2,3.4,Average,33,India,4027.19
1318,Baskin Robbins,Ghaziabad,Ice Cream,No,Yes,No,No,1,3.3,Average,27,India,1858.7
311523,Burger King,Ghaziabad,"Burger, Fast Food",No,Yes,No,No,2,3.4,Average,327,India,3097.84
8590,Cafe Coffee Day,Ghaziabad,Cafe,No,No,No,No,1,3.2,Average,63,India,2788.05
8583,Chinese X'Press,Ghaziabad,Chinese,No,No,No,No,2,2.9,Average,16,India,3717.4
4239,Costa Coffee,Ghaziabad,Cafe,No,No,No,No,2,3.3,Average,60,India,3717.4
18168161,Domino's Pizza,Ghaziabad,"Pizza, Fast Food",No,No,No,No,2,3.2,Average,17,India,4336.97
18381223,Dosa X'press,Ghaziabad,South Indian,No,No,No,No,2,3.0,Average,6,India,3097.84
18034077,Kebab Xpress,Ghaziabad,"North Indian, Mughlai",No,No,No,No,2,2.7,Average,14,India,3717.4
3824,Let's Noodle,Ghaziabad,Chinese,No,Yes,No,No,2,2.6,Average,181,India,4336.97
2572,McDonald's,Ghaziabad,"Fast Food, Burger",No,Yes,No,No,2,3.3,Average,150,India,3097.84
8595,Mx Corn,Ghaziabad,Fast Food,No,No,No,No,1,3.1,Average,7,India,619.57
309702,Dunkin' Donuts,Ghaziabad,"Burger, Desserts, Fast Food",No,Yes,No,No,2,3.6,Good,252,India,3717.4
8601,Haldiram's,Ghaziabad,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,No,No,No,2,3.6,Good,187,India,3717.4
1683,Pind Balluchi,Ghaziabad,"North Indian, Mughlai",Yes,Yes,No,No,3,1.8,Poor,322,India,6195.67
301670,Maini Restaurant,Ghaziabad,"North Indian, Fast Food",No,No,No,No,1,3.3,Average,114,India,2478.27
17953902,The Dosa King,Ghaziabad,"South Indian, North Indian, Chinese",No,Yes,No,No,2,3.2,Average,80,India,3407.62
130409,Baba Au Rhum,Goa,"Italian, French, Cafe",No,No,No,No,3,4.5,Excellent,280,India,4956.54
130275,Burger Factory,Goa,Fast Food,No,No,No,No,4,4.8,Excellent,415,India,6815.24
16519268,La Plage,Goa,"Seafood, French",No,No,No,No,3,4.6,Excellent,302,India,4956.54
16512186,St. Anthony's,Goa,"North Indian, Chinese, Continental, Goan, Seafood",No,No,No,No,4,3.8,Good,911,India,6815.24
16512336,Fat Fish,Goa,"North Indian, Continental, Goan",No,No,No,No,4,4.2,Very Good,856,India,6195.67
130021,Infantaria,Goa,"Italian, Continental, Goan",No,No,No,No,3,3.7,Good,1221,India,4956.54
130008,Fisherman's Cove,Goa,"Goan, North Indian, Chinese",No,No,No,No,3,3.8,Good,601,India,4336.97
16519267,Calamari,Goa,"Goan, Seafood, Chinese",No,No,No,No,3,4.2,Very Good,414,India,4956.54
130535,The Fisherman's Wharf,Goa,"Continental, Goan, Seafood, North Indian",No,No,No,No,4,4.6,Excellent,555,India,6815.24
16512168,Ritz Classic,Goa,"Goan, Seafood, North Indian",No,No,No,No,3,4.5,Excellent,840,India,3717.4
16519231,Cafe Al Fresco by Cantina Bodega,Goa,Cafe,No,No,No,No,3,4.3,Very Good,265,India,4956.54
16541849,The Fisherman's Wharf,Goa,"Continental, Goan, Seafood, North Indian",No,No,No,No,4,4.4,Very Good,323,India,6815.24
18396451,K Lab,Gurgaon,"Cafe, Beverages",No,No,No,No,1,3.4,Average,16,India,2168.49
18237941,Pind Balluchi,Gurgaon,"North Indian, Mughlai",Yes,Yes,No,No,2,2.7,Average,80,India,4956.54
303699,Cakes & More,Gurgaon,Bakery,No,No,No,No,1,3.0,Average,4,India,1548.92
5915,Kwality Wall's Swirl's,Gurgaon,Ice Cream,No,No,No,No,1,3.0,Average,5,India,1239.13
7076,Yo! Dimsum,Gurgaon,Chinese,No,No,No,No,1,3.0,Average,10,India,1239.13
311866,Mx Corn,Gurgaon,Fast Food,No,No,No,No,1,0.0,Not rated,2,India,619.57
18458334,Rocketchefs,Gurgaon,"Pizza, Desserts",No,Yes,No,No,2,3.1,Average,4,India,3097.84
18353710,The Fresh Chicken Store,Gurgaon,"Raw Meats, Fast Food",No,No,No,No,1,2.9,Average,4,India,2168.49
18291229,Achoos Food Corner,Gurgaon,"South Indian, Chinese, Mughlai",No,No,No,No,1,0.0,Not rated,0,India,2788.05
18398616,Aha Bites,Gurgaon,"Fast Food, North Indian",No,No,No,No,1,0.0,Not rated,0,India,1858.7
18430561,Ancient Spice,Gurgaon,"North Indian, Chinese",No,No,No,No,1,0.0,Not rated,2,India,1858.7
18445248,Chimney - The Takeaway,Gurgaon,"North Indian, South Indian, Chinese",No,No,No,No,2,0.0,Not rated,1,India,3097.84
18313132,Costa Coffee,Gurgaon,Cafe,No,No,No,No,2,0.0,Not rated,2,India,3717.4
18433874,Good to Go,Gurgaon,Raw Meats,No,Yes,No,No,2,0.0,Not rated,1,India,3097.84
18291231,Gopi Sweets & Caters,Gurgaon,"Mithai, North Indian",No,No,No,No,1,0.0,Not rated,0,India,619.57
18477541,Late Night Food,Gurgaon,"North Indian, Chinese, Fast Food",No,No,No,No,2,0.0,Not rated,1,India,3097.84
18352271,Lavi Foji Dhaba,Gurgaon,North Indian,No,No,No,No,1,0.0,Not rated,0,India,1239.13
18291233,Narayan Fast Food Home,Gurgaon,"North Indian, Chinese",No,No,No,No,1,0.0,Not rated,0,India,2168.49
18441809,OMG Kitchenz,Gurgaon,"South Indian, Street Food",No,No,No,No,1,0.0,Not rated,1,India,1858.7
18349508,OMG Tiffinz,Gurgaon,"North Indian, Chinese",No,No,No,No,1,0.0,Not rated,0,India,1548.92
18217127,Sardarji Chicken Point,Gurgaon,"North Indian, Chinese",No,No,No,No,2,0.0,Not rated,1,India,3097.84
18471335,Solty Hotel,Gurgaon,North Indian,No,No,No,No,1,0.0,Not rated,0,India,1239.13
18458335,Tanishk Gourmet Indian,Gurgaon,"North Indian, Mughlai, Seafood",No,No,No,No,2,0.0,Not rated,0,India,4956.54
18429842,The Burger Chef,Gurgaon,Fast Food,No,No,No,No,1,0.0,Not rated,3,India,2168.49
872,Bisque Bakery,Gurgaon,"Bakery, Fast Food",No,Yes,No,No,2,3.9,Good,415,India,3097.84
18365849,Behrouz Biryani,Gurgaon,Biryani,No,Yes,No,No,2,3.4,Average,36,India,3717.4
227,Domino's Pizza,Gurgaon,"Pizza, Fast Food",No,No,No,No,2,3.4,Average,104,India,4336.97
3446,Giani,Gurgaon,"Ice Cream, Desserts",No,Yes,No,No,1,3.4,Average,70,India,2478.27
300100,PizzaVito,Gurgaon,"Italian, Pizza, Lebanese",Yes,Yes,No,No,2,3.3,Average,218,India,5576.1
8597,Shawarma House,Gurgaon,Lebanese,No,Yes,No,No,2,3.4,Average,225,India,3097.84
3449,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,Yes,No,No,2,2.5,Average,150,India,3097.84
18349892,Faaso's,Gurgaon,"North Indian, Fast Food",No,Yes,No,No,2,3.6,Good,33,India,3717.4
18425752,Chaayos,Gurgaon,"Cafe, Tea",No,Yes,No,No,1,4.3,Very Good,48,India,2478.27
300490,60 ML - Country Inn & Suites by Carlson,Gurgaon,Finger Food,Yes,No,No,No,3,3.0,Average,7,India,6195.67
311297,Khyen Chyen,Gurgaon,Kashmiri,Yes,Yes,No,No,2,3.7,Good,364,India,4956.54
302288,Tughlaq,Gurgaon,"North Indian, Mughlai, Chinese, Seafood",No,Yes,No,No,3,3.5,Good,351,India,6195.67
270,Isabella,Gurgaon,"North Indian, Mughlai, Chinese",No,Yes,No,No,2,2.8,Average,191,India,4336.97
309252,Fatburger,Gurgaon,"American, Mexican",Yes,Yes,No,No,3,3.3,Average,793,India,6195.67
308263,Au Bon Pain,Gurgaon,"Cafe, Bakery",No,Yes,No,No,2,3.7,Good,503,India,3717.4
306142,Chai Point,Gurgaon,"Tea, Fast Food",No,Yes,No,No,1,3.7,Good,544,India,1239.13
308609,Cherry Comet,Gurgaon,"Ice Cream, Desserts",No,Yes,No,No,1,3.6,Good,455,India,2478.27
305478,Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",No,Yes,No,No,2,3.8,Good,701,India,3717.4
308020,Krispy Kreme,Gurgaon,"Desserts, Beverages",No,Yes,No,No,1,3.9,Good,425,India,2168.49
309883,Not Just Paranthas,Gurgaon,North Indian,No,No,No,No,3,3.6,Good,734,India,6815.24
305862,Pita Pit,Gurgaon,"Healthy Food, Salad",No,Yes,No,No,2,3.9,Good,870,India,3717.4
306131,Red Mango,Gurgaon,"Cafe, Desserts",No,Yes,No,No,2,3.6,Good,365,India,4336.97
306001,Starbucks,Gurgaon,Cafe,No,No,No,No,2,3.9,Good,560,India,4336.97
18336509,Taco Bell,Gurgaon,"Mexican, Fast Food",No,Yes,No,No,2,3.8,Good,176,India,3407.62
18383472,Theobroma,Gurgaon,"Bakery, Cafe",No,Yes,No,No,2,3.8,Good,227,India,3717.4
18292448,Wendy's,Gurgaon,"Burger, Fast Food",No,Yes,No,No,1,3.9,Good,296,India,2478.27
18277030,Delifrance - The France Cafe Bakery,Gurgaon,"Cafe, Bakery, Desserts",Yes,Yes,No,No,2,4.0,Very Good,199,India,4956.54
18245277,Instapizza,Gurgaon,"Pizza, Fast Food",Yes,Yes,No,No,2,4.0,Very Good,219,India,5576.1
300749,Chaayos,Gurgaon,"Cafe, Tea",No,Yes,No,No,1,3.8,Good,393,India,2478.27
225,Domino's Pizza,Gurgaon,"Pizza, Fast Food",No,No,No,No,2,2.4,Poor,125,India,4336.97
1664,Kwaliti,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,2,3.3,Average,129,India,4336.97
157,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,No,No,No,2,2.5,Average,125,India,3097.84
18235155,Burger Point,Gurgaon,"Burger, Fast Food",No,Yes,No,No,1,3.8,Good,74,India,1858.7
310211,Chaat Chowk,Gurgaon,Street Food,No,Yes,No,No,1,3.7,Good,217,India,2168.49
3346,Chef Style,Gurgaon,"North Indian, Mughlai",Yes,Yes,No,No,2,3.8,Good,239,India,4336.97
310854,Delhicacy,Gurgaon,"Street Food, Fast Food, North Indian",No,Yes,No,No,1,3.8,Good,317,India,2168.49
18247015,Dimsum & Co.,Gurgaon,Chinese,No,Yes,No,No,2,3.9,Good,136,India,4027.19
309387,Instapizza,Gurgaon,"Pizza, Fast Food",Yes,Yes,No,No,2,3.6,Good,426,India,5576.1
7418,L'Opera,Gurgaon,"Bakery, Desserts, Fast Food",No,Yes,No,No,1,3.8,Good,196,India,2478.27
1455,Lazeez Food,Gurgaon,"Mughlai, North Indian",No,Yes,No,No,2,3.5,Good,173,India,4956.54
18241867,Le Marche Sugar & Spice Cafe,Gurgaon,"Cafe, Italian, Fast Food",No,No,No,No,2,3.5,Good,52,India,4336.97
308889,The Breakfast Club,Gurgaon,"Continental, North Indian",No,Yes,No,No,2,3.5,Good,189,India,3097.84
4620,Sugar & Spice - Le Marche,Gurgaon,"Bakery, Fast Food",No,No,No,No,2,2.4,Poor,88,India,4956.54
18322666,Crudo Juicery,Gurgaon,"Beverages, Salad",No,Yes,No,No,1,4.3,Very Good,154,India,2478.27
311718,Fork with Stick,Gurgaon,Chinese,Yes,Yes,No,No,2,4.0,Very Good,169,India,4956.54
4876,Barista,Gurgaon,Cafe,No,Yes,No,No,2,3.2,Average,18,India,4027.19
631,Cafe Coffee Day,Gurgaon,Cafe,No,No,No,No,1,2.6,Average,27,India,2788.05
226,Domino's Pizza,Gurgaon,"Pizza, Fast Food",No,No,No,No,2,2.8,Average,30,India,4336.97
3540,McDonald's,Gurgaon,"Fast Food, Burger",No,No,No,No,2,2.6,Average,30,India,3097.84
311579,Parantha Gurus,Gurgaon,North Indian,No,No,No,No,2,3.3,Average,27,India,3097.84
303709,Pizza Hut Delivery,Gurgaon,"Italian, Pizza, Fast Food",No,Yes,No,No,2,2.8,Average,29,India,4956.54
18391156,Sibang Bakery,Gurgaon,"Bakery, Desserts, Fast Food",No,No,No,No,1,3.3,Average,13,India,1858.7
301319,Sonya Bakery Cafe,Gurgaon,"Bakery, Desserts, Beverages",No,No,No,No,1,3.3,Average,20,India,2168.49
158,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,No,No,No,2,3.1,Average,46,India,3097.84
1360,Viva Hyderabad,Gurgaon,"Biryani, North Indian",No,Yes,No,No,2,2.5,Average,69,India,3717.4
4762,Wai Yu Mun Ching,Gurgaon,"Chinese, Thai",No,Yes,No,No,2,3.5,Good,112,India,4956.54
311736,Baskin Robbins,Gurgaon,Ice Cream,No,No,No,No,1,0.0,Not rated,3,India,1858.7
311116,KFC,Gurgaon,"American, Fast Food, Burger",No,Yes,No,No,2,2.2,Poor,73,India,3097.84
3483,Burmese Kitchen Plus,Gurgaon,"Burmese, Chinese, Thai",No,No,No,No,2,3.4,Average,65,India,4956.54
18308025,Drinks Come True,Gurgaon,"Beverages, Juices",No,No,No,No,1,3.1,Average,9,India,929.35
307272,Eat All Nite,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,2,3.2,Average,184,India,4956.54
18025115,Frontier,Gurgaon,Bakery,No,No,No,No,1,2.9,Average,4,India,1239.13
18454285,GenY Cuisines,Gurgaon,"Chinese, Mexican, Fast Food, Continental",No,No,No,No,1,3.0,Average,4,India,1548.92
1687,K Raga's,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,2.9,Average,5,India,3717.4
308605,Kangri,Gurgaon,Kashmiri,No,No,No,No,2,3.4,Average,84,India,4646.75
18422652,Makhmali Kebabs,Gurgaon,Mughlai,No,No,No,No,2,3.2,Average,10,India,3407.62
18131568,Masala Ville,Gurgaon,"North Indian, Mughlai",No,No,No,No,2,3.2,Average,15,India,4027.19
18034048,Night Food Xprs,Gurgaon,"Chinese, North Indian",No,No,No,No,2,3.1,Average,12,India,4027.19
18138457,Roti Boti,Gurgaon,"North Indian, Mughlai, Fast Food",No,No,No,No,2,2.9,Average,35,India,4336.97
313272,Sama Chicken Biryani,Gurgaon,"Biryani, North Indian",No,No,No,No,1,2.9,Average,4,India,1239.13
9778,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",No,Yes,No,No,2,2.8,Average,54,India,3097.84
312523,The Rolling Pin Bakery,Gurgaon,Bakery,No,No,No,No,2,3.1,Average,10,India,3097.84
18424575,Weird Time Food,Gurgaon,"Continental, Fast Food",No,Yes,No,No,2,3.1,Average,7,India,3717.4
18204463,Twigly,Gurgaon,"Continental, Italian, Pizza, Asian",No,Yes,No,No,2,4.6,Excellent,395,India,3097.84
301302,Beyond Breads,Gurgaon,"Bakery, Desserts",No,Yes,No,No,1,3.8,Good,326,India,1239.13
312995,Biryani By Kilo,Gurgaon,"Biryani, Mughlai",No,Yes,No,No,2,3.9,Good,403,India,4336.97
308577,Captain Grub,Gurgaon,"American, Fast Food",No,Yes,No,No,3,3.8,Good,447,India,6195.67
313376,Pita Pit,Gurgaon,"Healthy Food, Salad",No,Yes,No,No,2,3.5,Good,56,India,3717.4
312536,Rawleaf,Gurgaon,"Healthy Food, Salad",No,Yes,No,No,2,3.6,Good,38,India,4336.97
18464003,Eggzellent,Gurgaon,Fast Food,No,Yes,No,No,1,0.0,Not rated,1,India,1548.92
18349915,High On Tea,Gurgaon,"Cafe, Tea",No,No,No,No,1,0.0,Not rated,3,India,2478.27
18299228,Sona Bridge Hotel,Gurgaon,Chinese,No,No,No,No,1,0.0,Not rated,2,India,2478.27
18034074,Yo! Dimsum,Gurgaon,"Fast Food, Chinese",No,No,No,No,1,0.0,Not rated,1,India,1239.13
311080,Angrezee Choupal,Gurgaon,"North Indian, Chinese, Italian",No,Yes,No,No,2,3.8,Good,299,India,3097.84
18462603,Ashoka Snacks Corner,Gurgaon,"Street Food, Chinese, North Indian",No,No,No,No,1,0.0,Not rated,0,India,2478.27
18481295,Chefoncalls,Gurgaon,North Indian,No,No,No,No,1,0.0,Not rated,0,India,1858.7
18472765,Corp Kitchen,Gurgaon,"North Indian, Chinese, Continental",No,No,No,No,2,0.0,Not rated,0,India,3717.4
18499452,Good Food,Gurgaon,Healthy Food,No,No,No,No,1,0.0,Not rated,0,India,1239.13
18500652,Mahek By Greenz,Gurgaon,North Indian,No,No,No,No,1,0.0,Not rated,0,India,2478.27
18361580,Pao King,Gurgaon,Street Food,No,No,No,No,1,0.0,Not rated,0,India,1239.13
18417487,Prabhat Fast Food Corner,Gurgaon,"Chinese, North Indian",No,No,No,No,1,0.0,Not rated,1,India,1239.13
18462605,Shama Chicken Corner,Gurgaon,Mughlai,No,No,No,No,1,0.0,Not rated,0,India,1858.7
18462609,Unique Food Hut,Gurgaon,"Fast Food, North Indian, Beverages",No,No,No,No,2,0.0,Not rated,0,India,3717.4
3565,A 1 - Snacks and food corner,Gurgaon,"North Indian, Chinese, Fast Food",No,Yes,No,No,1,2.5,Average,16,India,2168.49
18367364,Anandum,Gurgaon,South Indian,No,No,No,No,1,3.2,Average,13,India,2478.27
1028,Apni Rasoi,Gurgaon,"North Indian, Chinese",No,Yes,No,No,1,3.0,Average,160,India,2478.27
308673,Banke Bihari Bhojanalay,Gurgaon,"Mithai, Street Food, North Indian",No,No,No,No,1,2.6,Average,36,India,1239.13
18383473,Biryani 365,Gurgaon,Mughlai,No,Yes,No,No,2,3.2,Average,17,India,4336.97
18444416,Bro's Kitchenette,Gurgaon,"Fast Food, Street Food, Beverages",No,No,No,No,1,3.3,Average,11,India,2168.49
18161609,Cafe Coffee Day,Gurgaon,Cafe,No,No,No,No,1,3.1,Average,9,India,2788.05
611,Cafe Coffee Day,Gurgaon,Cafe,No,No,No,No,1,3.2,Average,26,India,2788.05
18322677,Cafe Du Rendezvous,Gurgaon,"Cafe, Street Food",No,Yes,No,No,1,3.2,Average,21,India,2478.27
18204847,Cake 24x7,Gurgaon,Bakery,No,Yes,Yes,No,2,3.3,Average,25,India,3717.4
308044,Cake On Wheels,Gurgaon,"Bakery, Desserts, Fast Food",No,Yes,No,No,1,2.8,Average,18,India,1239.13
18294819,Cake Point,Gurgaon,"Bakery, Desserts",No,Yes,Yes,No,2,2.9,Average,7,India,3717.4
309697,Cake Point,Gurgaon,"Bakery, Desserts",No,Yes,No,No,2,3.0,Average,35,India,3717.4
18444353,Cakes Degree,Gurgaon,Bakery,No,Yes,No,No,1,3.4,Average,18,India,1858.7
304185,Chateau Garlic,Gurgaon,"North Indian, Chinese",No,No,No,No,2,3.0,Average,14,India,4336.97
18383489,Chennai Express,Gurgaon,"South Indian, North Indian",No,No,No,No,1,3.2,Average,15,India,1858.7
312022,Crust N Cakes,Gurgaon,Bakery,No,Yes,No,No,2,3.4,Average,18,India,3407.62
18425765,Dabba Meat,Gurgaon,North Indian,No,Yes,No,No,2,3.4,Average,29,India,3407.62
2827,Deepak Rasoi,Gurgaon,"North Indian, Chinese",No,No,No,No,1,2.7,Average,22,India,2788.05
18223957,Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,Street Food,No,No,No,No,1,3.3,Average,14,India,1858.7
18492107,Foodies Nation,Gurgaon,"Chinese, North Indian",No,No,No,No,1,3.4,Average,19,India,1858.7
300074,Goli Vada Pav No. 1,Gurgaon,Street Food,No,Yes,No,No,1,3.1,Average,83,India,929.35
305096,Grandma's Kitchen,Gurgaon,"North Indian, South Indian",No,Yes,Yes,No,1,2.5,Average,20,India,2478.27
18336206,Gurgaon Hights,Gurgaon,North Indian,No,Yes,No,No,1,2.5,Average,19,India,2478.27
303094,Idliss,Gurgaon,"South Indian, North Indian, Chinese",No,Yes,No,No,1,3.4,Average,359,India,2478.27
306858,Indian Home Food,Gurgaon,"North Indian, Chinese",No,Yes,No,No,2,2.6,Average,51,India,3717.4
312562,Jetha Lal Ka Dhabha,Gurgaon,"North Indian, Chinese",No,Yes,No,No,1,3.1,Average,53,India,2478.27
307935,Kusum Rolls,Gurgaon,"Fast Food, Chinese",No,Yes,No,No,1,3.1,Average,71,India,2168.49
302184,Megha Vaishno Dhaba,Gurgaon,North Indian,No,No,No,No,1,3.1,Average,33,India,1858.7
1694,Nikhil Food Point,Gurgaon,"Chinese, North Indian",No,No,No,No,1,2.7,Average,19,India,1239.13
309541,Plan B,Gurgaon,"North Indian, Chinese, Continental",Yes,No,No,No,3,3.4,Average,132,India,6195.67
18161587,Punjabi Zaika,Gurgaon,"North Indian, Mughlai, Chinese",No,Yes,No,No,2,3.2,Average,74,India,3097.84
18258475,Rasoi,Gurgaon,"North Indian, Chinese",No,No,No,No,2,3.0,Average,6,India,3097.84
313209,Roll's Royce,Gurgaon,"Fast Food, North Indian",No,Yes,No,No,1,3.2,Average,42,India,1239.13
